content,score,clean_content
"terimakasih atas bimbingan belajar nya, ini sangat berguna sangat rekomendasi banget untuk belajar bahasa bahasa asing, saya juga baru beberapa bulan langsung merasa mengerti(cepet) mengerti nya,.... overall yah ini sangat rekomendasi banget deh buat kalian yg mw bimbingan bahasa Inggris atau bahasa asing lain nya sekali lagi terimakasih ini sangat baik dan 👍",5,terimakasih atas bimbing ajar ini sangat guna rekomendasi banget untuk bahasa saya juga baru beberapa bulan langsung rasa mengerticepet erti overall yah buat kalian mw inggris atau lain sekali lagi baik dan
Duolingo ini sangat bagus bisa melatih anak bahasa Inggris ini juga bisa pasang wadget di layar utama seru banget kita juga bisa belajar ngomong bahasa Inggris bisa bikin karakter sendiri dan ada juga tantangan seruuuuuu banget cepetan download! 😃 I🇬🇧,5,ini sangat bagus bisa latih bahasa inggris juga pasang wadget di layar utama seru banget kita ajar ngomong karakter sendiri dan ada tantang cepetan
"Sangat suka dengan cara belajar di aplikasi ini. Namun terkadang ada yang kurang seperti pada tebak gambar pelayan itu waiter atau waitress karena gambar sama satu orang pelayan laki-laki tapi jawabannya kadang waiter kadang waitress, dan untuk ponsel di semua sesi disebut Cell phone namun ketika tebak gambar hanya disebut Cell. Namun begitu saya sangat suka belajar di Duolingo karena mempermudah saya mengulas kembali dan meningkatkan kemampuan bahasa Inggris saya.",4,sangat suka dengan cara ajar di ini namun terkadang ada kurang seperti pada tebak gambar layan itu waiter atau waitress karena sama satu orang lakilaki tapi jawab kadang dan untuk ponsel semua sesi sebut cell phone ketika hanya begitu saya mudah ulas kembali tingkat mampu bahasa inggris
Suka sama aplikasi nya tapi yang bikin aku emosi itu kenapa harus dikasih nyawa soalnya kalau nyawanya habis harus nunggu apalagi lama banget nyawa nya full jadi tolong ya ga usah di kasih nyawa pasti aku suka banget. Tapi gapapa setiap aku belajar pasti ada peningkatan suka banget sama aplikasi nya,5,suka sama tapi aku emosi itu kenapa harus kasih nyawa soal kalau habis nunggu apalagi lama banget full jadi tolong ya ga usah di pasti gapapa tiap ajar ada tingkat
"buat pelajarannya mudah banget menurut aku soalnya dia mudah di inget dan walaupun yg banyak yang sulit tp klo salah bisa ngulang lagi , seneng download Duolingo ini, soalnya bisa bikin anak kecil maupun yg dewasa atau tua mudah belajarnya 😊",5,buat ajar mudah banget turut aku soal dia di inget dan walaupun banyak sulit tp klo salah bisa ngulang lagi neng ini kecil maupun dewasa atau tua
"Duolingo sangatlah bagus cocok digunakan untuk anak anak yang baru belajar bahasa baru❤️,dan saking senangnya belajar di duolingo hampir lupa untuk makan 🤭,duolingo adalah app yg bagus yang saya temukan😍😄",5,sangat bagus cocok guna untuk baru ajar bahasa barudan saking senang di hampir lupa makan adalah saya temu
"sangat sangat membantu sekali dalam proses belajar bahasa inggris,akan tetapi paket pembelian premium nya agak lumayan mahal jadi mungkin pembelajaran nya agak terbatas kalau tidak premium tapi masih sangat sangat bagus kok🤩",5,sangat bantu sekali dalam proses ajar bahasa inggrisakan tetapi paket beli premium agak lumayan mahal jadi mungkin batas kalau tidak tapi masih bagus kok
"Sejauh ini duolingo menjadi guru terbaikku dalam mengajari bahasa luar negeri Karena ngak ada yang sebaik duolingo🥰, walau untuk gratisan tapi aku ngak memasalahkan dengan iklannya tapi karena perangkat ku memiliki ram kosong yang sangat sempit jadi kalau udah iklan frame rate hpku jadi menurun, semoga aja ada perbaikan performa untuk hp kelas bawah seperti punyaku ini👍",5,jauh ini jadi guru baik dalam ajar bahasa luar negeri karena ngak ada walau untuk gratis tapi aku masalah dengan iklan perangkat ku milik ram kosong sangat sempit kalau udah frame rate hpku turun moga performa hp kelas bawah seperti punya
pelajaran nya bagus pelajaran nya selalu di perbarui dan gk ngebosenin tentunya. bisa ketemu teman baru juga dan tentu nya membantu dalam pendidikan aku. terimakasi duolingo,5,ajar bagus selalu di baru dan gk ngebosenin tentu bisa ketemu juga bantu dalam didik aku terimakasi
"Aplikasi ini bagus bangettt.Jadi kalau mau belajar bahasa inggris atau bahasa yang lain itu pake aplikasi ini aja.Kayak, aplikasi ini itu gampang gitu belajarnya,terus mudah difahami,langsung bisa gitu.Udah deh fix aku kasih bintang 5",5,ini bagus bangetjadi kalau mau ajar bahasa inggris atau lain itu pake ajakayak gampang gitu belajarnyaterus mudah difahamilangsung bisa gituudah fix aku kasih bintang
"Terima kasih Duolingo! di aplikasi ini aku bisa belajar banyak kosa kata bahasa inggris 😉💯 Juga di aplikasi ini sangat seru dan menyenangkan! sehingga saat bermain tidak terlu bosan. Tapi saran pas kita baca buku cerita, dibuat gambar seperti komik supaya lebih semangat^⁠_⁠^",5,terima kasih di ini aku bisa ajar banyak kosa kata bahasa inggris juga sangat seru dan senang sehingga saat main tidak terlu tapi saran pas kita baca buku cerita buat gambar seperti komik supaya lebih semangat
"sangattt bagus menurut saya karna tidam bikin jenuh tidak membuat bosan dan bertantangan mainnya. Aplikasi duolingo ini membuat saya sedikit demi sedikit bisa mengucapkan bisa mengetahui tentang bahasa yang saya pelajari dan paling saya suka dari apk ini adalah membuat orang yang menggunakannya menjadi tertantang untuk memainkannya, and kekurangan dari apk ini adalah ada iklannya walaupun jarang juga udah pokoknya banyak fositifnya kalo gak percaya download aja ya 😅 see youu gais",2,sangat bagus turut saya karna tidam jenuh tidak buat dan tantang main ini sedikit demi bisa ucap tahu tentang bahasa ajar paling suka dari adalah orang guna jadi untuk and kurang ada iklan walaupun jarang juga udah pokok banyak fositifnya kalau percaya ya see youu gais
"aplikasi Duolingo sangat bagus dan sangat bermanfaat untuk belajar bahasa bahasa asing, bahkan bisa meningkatkan pendidikan dan meningkatkan kepercayaan diri anak/siswa-siswi, dan membuat pembelajaran lebih menyenangkan dan tidak membosankan, dan bisa buat pemula bahkan menengah, dan cocok untuk anak/siswa-siswi yang ambisius, karena di aplikasi Duolingo ada rangking yang membuat anak/siswa-siswi yang ambisius tidak menyerah bahkan mengejar rangking, Thanks Duolingo ☺💯",5,sangat bagus dan manfaat untuk ajar bahasa bahkan bisa tingkat didik percaya diri anaksiswasiswi buat lebih senang tidak mula tengah cocok ambisius karena di ada rangking serah kejar thanks
"buat yang tidak bisa mempelajari bahasa inggris dengan mudah,kalian harus nyoba apk duolingo ini si,karna selain mudah di pahami,apk ini juga gratis hehe",5,buat tidak bisa ajar bahasa inggris dengan mudahkalian harus nyoba ini sikarna selain mudah di pahamiapk juga gratis hehe
"saya suka belajar dengan cara begini. sangat membantu sekali ketika pelajaran diulang berkali-kali. semakin sering memainkan aplikasi ini, semakin lancar dalam berbicara, menulis,baca, dan mendengarkan kata dalam bahasa inggris dan bahasa lainnya. Disebabkan perulangan kata yang intens, membuat kita mudah beradaptasi untuk belajar. Aplikasi ini cocok untuk semua usia asal di atur saja keperuntukannya. Langganan pun murah. Dan worth lah buat saya pribadi.",5,saya suka ajar dengan cara begini sangat bantu sekali ketika ulang berkalikali makin sering main ini lancar dalam menulisbaca dan dengar kata bahasa inggris lain sebab intens buat kita mudah adaptasi untuk cocok semua usia asal di atur saja langgan pun murah worth lah pribadi
Duolingo mohon untuk perekaman diperbaiki lagi. Kenapa sulit menangkap suara dengan benar. Padahal sudah bilang berkali kali selalu salah dan coba lagi.,3,mohon untuk rekam baik lagi kenapa sulit tangkap dengan benar padahal sudah kali selalu salah dan coba
"Lumayan membantu untuk ku, karena bisa belajar bahasa asing dengan seru, namun tetapi terkadang saat bermain ada bug², dan juga iklan selalu ada setiap pelajaran (kecuali untuk menambah hati, itu jarang²) tapi terkadang juga mengganggu saat bermain/belajarnya Sekian trimakasih.",4,lumayan bantu untuk ku karena bisa ajar bahasa dengan seru namun tetapi terkadang saat main ada bug2 dan juga iklan selalu tiap kecuali tambah hati itu jarang2 tapi ganggu bermainbelajarnya sekian terima kasih
"Duolingo itu aplikasi yang tepat untuk belajar, walaupun untuk belajar tapi tetap seru karena dalam pembelajaran kita diberikan karakter karakter lucu yang akan menanyai kita. Appreciation for Duolingo, I like it and never makes me bored, thank you so much, I give ⭐⭐⭐⭐⭐",5,itu tepat untuk ajar walaupun tapi tetap seru karena dalam kita beri karakter lucu akan tanya appreciation for like it and never makes me bored thank you so much give
"Pembelajarannya unik dan mudah untuk diikuti, cuma ketika salah gak ada penjelasan jadi kita harus liat kalimat sebelumnya supaya faham salah nya kenapa, dan teruntuk duolingo walaupun kalian bikin emosi pas salah jawab tapi makasih atas aplikasi yang hebat ini haha 😆. Saran kalo kalian kehabisan nyawa tapi gak mau bayar atau nunggu ikut aja latihan yang bisa nambah nyawa lumayan sekalian dapet exp karena dianggap latihan normal.",5,ajar unik dan mudah untuk ikut cuma ketika salah tidak ada jelas jadi kita harus liat kalimat belum supaya faham kenapa walaupun kalian emosi pas jawab tapi makasih atas hebat ini haha saran kalau habis nyawa mau bayar atau nunggu latih bisa nambah lumayan sekali dapet exp karena anggap normal
"Aplikasi yang bagus dan cocok untuk belajar bahasa asing secara mandiri dan gratis. Sayangnya ada beberapa kekurangan seperti pemakaian memori yang semakin hari semakin membesar dan ada beberapa konten LGBT di dalamnya. Kami orang dewasa mungkin bisa dengan mudah mengabaikannya, tetapi mau bagaimanapun itu tetap tidak pantas ditampilkan di aplikasi edukasi semacam ini, terlalu berbahaya apalagi jika dilihat oleh anak di bawah umur.",5,bagus dan cocok untuk ajar bahasa cara mandiri gratis sayang ada beberapa kurang seperti memori makin hari besar konten lgbt di dalam kami orang dewasa mungkin bisa dengan mudah abai tetapi mau bagaimana itu tetap tidak pantas tampil edukasi macam ini terlalu bahaya apalagi jika oleh bawah umur
Duolingo sangat hebat bisa belajar bahasa yang aku pelajari aku bisa sedikit dikit berlatih hafalan aku tidak akan meng hapus aplikasi ini karena duolingo sangat bagus belajar bahasa walau pun ada yang salah nulis pasti akan di ulangi kalau hati ku habis dan permata ku gak cukup beli aku bisa belajar lebih giat semangat Duolingo dan terimakasih duolingo yang pintar,5,sangat hebat bisa ajar bahasa aku sedikit dikit latih hafal tidak akan meng hapus ini karena bagus walau pun ada salah nulis pasti di ulang kalau hati ku habis dan permata cukup beli lebih giat semangat terimakasih pintar
"Aplikasi ini bagus, kita bisa belajar bahasa dengan sistem seperti bermain game. Cuma mungkin kekurangan nya, saat kita hendak belajar bahasa selain bahasa Inggris itu translate nya pakai bahasa inggris(tidak bisa bahasa Indonesia). Mungkin kedepannya bisa jadi pertimbangan untuk developer agar ketika saya ingin belajar bahasa lain selain bahasa Inggris tolong terjemahan nya jangan bahasa Inggris. (Contoh Bahasa jepang - Indonesia)",4,ini bagus kita bisa ajar bahasa dengan sistem seperti main game cuma mungkin kurang saat hendak selain inggris itu translate inggristidak depan jadi timbang untuk developer agar ketika saya ingin lain tolong terjemah jangan contoh jepang
"Sebenernya aplikasi nya bagus bgttt, tp sangat disayangkan di pembelajaran bahasa inggris unit 8 (Describe past events, talk about relationships) konten pembelajaran nya menyinggung LBGT. Ini aplikasi edukasi dan sifat aplikasi nya global, kalau bisa tolong dihilangkan LGBT dari materi pembelajaran karena rasanya kurang pantas & membuat belajar jd tidak nyaman. Terima kasih",2,sebenernya bagus bgt tp sangat sayang di ajar bahasa inggris unit describe past events talk about relationships konten singgung lbgt ini edukasi dan sifat global kalau bisa tolong hilang lgbt dari materi karena rasa kurang pantas buat jd tidak nyaman terima kasih
"Seru banget!!!belajar jadi lebih seru dan lebih fokus aku sih rekomendasiin buat kalian yang mau belajar bahasa-bahasa atau ingin memperdalam pengetahuan kalian tetapi dengan cara yang menyenangkan,menurut ku ini menyenangkan makasih Duolingo",5,seru bangetbelajar jadi lebih dan fokus aku rekomendasiin buat kalian mau ajar bahasabahasa atau ingin dalam tahu tetapi dengan cara menyenangkanmenurut ku ini senang makasih
"Balikkan duolingo seperti dulu... Sekarang kalau mau pakai unlimited heart kudu langganan, walau bisa di isi lagi tpi kan jadi ngga bisa konsisten dan buat ngejer XP pun jadi lebih lama. Sering bug waktu voice jdi salah terus. Jadi sering ada iklannya jugaa bikin ngga mood pas belajar bahasa",4,balik seperti dulu sekarang kalau mau unlimited heart kudu langgan walau bisa di isi lagi tpi kan jadi ngga konsisten dan buat ngejer xp pun lebih lama sering bug waktu voice jdi salah terus ada iklan jugaa mood pas ajar bahasa
"Duolingo aplikasi yang bagus untuk belajar bahasa asing karena mudah dipahami dan menyenangkan, tapi sayangnya kenapa konten di dalam duolingo ada unsur LGBT sekarang tepatnya di dalam bagian cerita, sedih 😭 lebih baik hilangkan saja unsur-unsur mengganggu seperti itu, fokus ke hal yang wajar saja.",3,bagus untuk ajar bahasa karena mudah paham dan senang tapi sayang kenapa konten di dalam ada unsur lgbt sekarang tepat bagi cerita sedih lebih baik hilang saja unsurunsur ganggu seperti itu fokus ke hal wajar
"duolingo sudah cukup baik, tetapi sering kali terjadi bug pada saat penyebutan kata yang sudah benar masih saja dikatakan salah dan kurang tepat. duolingo juga bagus karena bisa memilih berbagai bahasa yang ingin dipelajari, tetapi tetap saja saran saya duolingo harus memberi cara belajar yang lebih inovatif lagi karena menurut saya belajar di duolingo terkesan cukup membosankan. sekian dari saya, selebihnya duolingo sudah cukup baik dan memberi pengalaman belajar bahasa yang saya suka!",3,sudah cukup baik tetapi sering kali jadi bug pada saat sebut kata benar masih saja salah dan kurang tepat juga bagus karena bisa bagai bahasa ingin ajar tetap saran saya harus beri cara lebih inovatif lagi turut di kes sekian dari alam suka
