clean_content,score,label
suka sama aplikasi tapi aku emosi itu kenapa harus kasih nyawa soal kalau habis nunggu apalagi lama banget full jadi tolong ya ga usah di pasti gapapa tiap ajar ada tingkat,5,positif
buat ajar mudah banget turut aku soal dia di inget dan walaupun banyak sulit tp klo salah bisa ngulang lagi neng ini kecil maupun dewasa atau tua,5,positif
sangat bagus cocok guna untuk baru ajar bahasa barudan saking senang di hampir lupa makan adalah aplikasi saya temu,5,positif
sangat bantu sekali dalam proses ajar bahasa inggrisakan tetapi paket beli premium agak lumayan mahal jadi mungkin batas kalau tidak tapi masih bagus kok,5,positif
jauh ini jadi guru baik dalam ajar bahasa luar negeri karena ngak ada walau untuk gratis tapi aku masalah dengan iklan perangkat ku milik ram kosong sangat sempit kalau udah frame rate hpku turun moga performa hp kelas bawah seperti punya,5,positif
ajar bagus selalu di baru dan gk ngebosenin tentu bisa ketemu juga bantu dalam didik aku terimakasi,5,positif
aplikasi ini bagus bangetjadi kalau mau ajar bahasa inggris atau lain itu pake ajakayak gampang gitu belajarnyaterus mudah difahamilangsung bisa gituudah fix aku kasih bintang,5,positif
terima kasih di aplikasi ini aku bisa ajar banyak kosa kata bahasa inggris juga sangat seru dan senang sehingga saat main tidak terlu tapi saran pas kita baca buku cerita buat gambar seperti komik supaya lebih semangat,5,positif
sangat bagus turut saya karna tidam jenuh tidak buat dan tantang main aplikasi ini sedikit demi bisa ucap tahu tentang bahasa ajar paling suka dari adalah orang guna jadi untuk and kurang ada iklan walaupun jarang juga udah pokok banyak fositifnya kalau percaya ya see youu gais,2,negatif
aplikasi sangat bagus dan manfaat untuk ajar bahasa bahkan bisa tingkat didik percaya diri anaksiswasiswi buat lebih senang tidak mula tengah cocok ambisius karena di ada rangking serah kejar thanks,5,positif
buat tidak bisa ajar bahasa inggris dengan mudahkalian harus nyoba aplikasi ini sikarna selain mudah di pahamiapk juga gratis hehe,5,positif
saya suka ajar dengan cara begini sangat bantu sekali ketika ulang berkalikali makin sering main aplikasi ini lancar dalam menulisbaca dan dengar kata bahasa inggris lain sebab intens buat kita mudah adaptasi untuk cocok semua usia asal di atur saja langgan pun murah worth lah pribadi,5,positif
mohon untuk rekam baik lagi kenapa sulit tangkap dengan benar padahal sudah kali selalu salah dan coba,3,netral
lumayan bantu untuk ku karena bisa ajar bahasa dengan seru namun tetapi terkadang saat main ada bug2 dan juga iklan selalu tiap kecuali tambah hati itu jarang2 tapi ganggu bermainbelajarnya sekian terima kasih,4,positif
itu aplikasi tepat untuk ajar walaupun tapi tetap seru karena dalam kita beri karakter lucu akan tanya appreciation for like it and never makes me bored you so much give,5,positif
ajar unik dan mudah untuk ikut cuma ketika salah tidak ada jelas jadi kita harus liat kalimat belum supaya faham kenapa walaupun kalian emosi pas jawab tapi makasih atas aplikasi hebat ini haha saran kalau habis nyawa mau bayar atau nunggu latih bisa nambah lumayan sekali dapet exp karena anggap normal,5,positif
aplikasi bagus dan cocok untuk ajar bahasa cara mandiri gratis sayang ada beberapa kurang seperti memori makin hari besar konten lgbt di dalam kami orang dewasa mungkin bisa dengan mudah abai tetapi mau bagaimana itu tetap tidak pantas tampil edukasi macam ini terlalu bahaya apalagi jika oleh bawah umur,5,positif
sangat hebat bisa ajar bahasa aku sedikit dikit latih hafal tidak akan meng hapus aplikasi ini karena bagus walau pun ada salah nulis pasti di ulang kalau hati ku habis dan permata cukup beli lebih giat semangat terimakasih pintar,5,positif
aplikasi ini bagus kita bisa ajar bahasa dengan sistem seperti main game cuma mungkin kurang saat hendak selain inggris itu translate inggristidak depan jadi timbang untuk developer agar ketika saya ingin lain tolong terjemah jangan contoh jepang,4,positif
sebenernya aplikasi bagus bgt tp sangat sayang di ajar bahasa inggris unit describe past events talk about relationships konten singgung lbgt ini edukasi dan sifat global kalau bisa tolong hilang lgbt dari materi karena rasa kurang pantas buat jd tidak nyaman terima kasih,2,negatif
seru bangetbelajar jadi lebih dan fokus aku rekomendasiin buat kalian mau ajar bahasabahasa atau ingin dalam tahu tetapi dengan cara menyenangkanmenurut ku ini senang makasih,5,positif
balik seperti dulu sekarang kalau mau unlimited heart kudu langgan walau bisa di isi lagi tpi kan jadi ngga konsisten dan buat ngejer xp pun lebih lama sering bug waktu voice salah terus ada iklan jugaa mood pas ajar bahasa,4,positif
aplikasi bagus untuk ajar bahasa karena mudah paham dan senang tapi sayang kenapa konten di dalam ada unsur lgbt sekarang tepat bagi cerita sedih lebih baik hilang saja unsurunsur ganggu seperti itu fokus ke hal wajar,3,netral
sudah cukup baik tetapi sering kali jadi bug pada saat sebut kata benar masih saja salah dan kurang tepat juga bagus karena bisa bagai bahasa ingin ajar tetap saran saya harus beri cara lebih inovatif lagi turut di kes sekian dari alam suka,3,netral
sangat bantu asah mampu bahasa di kita dapat latih dengan bebas dan banyak beri saji mudah paham ajar buat bagai mula adaptasi materi itu sebab saya suka aplikasi ini milik project fleksibel amat you,5,positif
aplikasi bagus oke bisa buat ajar banyak bahasa cara sama tapi maaf saya beri bintang karena telah latihan2 itu waktu mau submit malah lot sekali sudah lama menit juga masih loading mohon baik jadi kalau lain harus keluar dari dulu baru masuk lagi cukup repot,4,positif
bantu banget ada latih speaking juga saat ini belum nemu bug bantuu saya dlu sering dapet nilai inggris di bawah telah aplikasi tambah dan sana sekali turun makasii karena cara ubah jadi lebih bagus you,5,positif
aplikasi sangat bagus saya rasa tarik saat iklan ini lalu coba mendownload dan nyata benar luar biasa animasi cara ajar seru jujur berkat jadi semangat banyak bahasa di dunia thanks,5,positif
bagus banget tapi saya sulit bagi waktu sy untuk latih jadi sering kali ulang dari awal itu uji org agar konsisten satu sisi kalau sedang sibuk gapapa beda masalah bintang dlu ya terimakasih benar2 sangat bantu,4,positif
bagus sekali mode bayar dan gratis sangat bantu bagi kalang kurang mampu tentu saja ada minus mengunakan tetapi dengan ini cara tidak langsung aplikasi pikir bahwa rakyat bisa ajar bahasa inggris juga,5,positif
aplikasi ini sangat bantu untuk ajar bahasa dapat banyak macam dan kamu bisa sesuai butuh fitur fiturnya seru ketika juga asa seperti main pasti itu senang ayo tidak akan sesal,5,positif
aplikasi ini sangat bantu untuk latih skill bahasa saya dengan lebih enjoy dalam ajar dan katakata baru seko pun jadi salah satu siswa pintar inggris bahkan nilai selalu bagus thanks,4,positif
luar biasa dengan aplikasi ini saya bisa ajar bahasa banyak ingin mana dan kapan saja tidak perlu les mahal tak tugas tumpuk seperti di sekolah juga hanya sering buka niat gamenya tarik karakter unik buat makin,5,positif
aplikasi sangat bagus bisa ajar kosa kata bahasa inggris di tiap hari dengan mudah dan senang ucap sesuai benar tapi satu sisi kenapa ada cakap seperti sisip lgbt itu sayang tolong hilang,5,positif
sudah bagus tapi waktu ajar tiba animasi ato gambar orang tidak gerak sama sekali kek aneh biasa gitu dan doang udh selesai juga jadi aku kasih nilai dulu karena bug itu,4,positif
saya kecewa tidak bisa ajar di lagi karena masalah ga mau koneksi aplikasi sama padahal ini enak banget buat bahasa semenjak update kemaren tiba jadi gin cepat baik aku ken,2,negatif
aplikasi sangat bagusdan banyak juga untuk ajar bahasa tapi terkadang iklan jadi mohon rang tetapi bagus kok makanya mulai sekarang ini agar anda bisa paham bagai dari inggris sampai dengan lain,5,positif
assalamualaikum nama aku keyla umur tahun suka game ini bisa ajar bagai bahasajadiaku cumanmenurut menganggu harus data moga devoloper main offline kan jadi enak itu saja saran makasih,5,positif
aplikasi ajar turut ini sangat manfaat sekali enak pake walaupun kita gapunya hati tak hingga bisa tambah itu dengan latih sehingga dapat ingat materi belum,5,positif
saya sudah tahun lebih guna duolinggo dan cukup bantu untuk bentuk biasa ajar bahasa tolong banyak lagi akses dari bayar bagi streak mohon beri diskon penguna setia,5,positif
kok skrng ga bisa pake photo profile cuma bsa avatar kaya dulu aplikasi bagus lebih lagi kalau ajar jepang dengan translatenya bingung karena binggrisnya jg masih latih terima kasih,3,netral
refill hati lama dan xpny sangat sedikit akhir2 ini juga lag banget kyk udh pencet tapi gamau ke halaman di lalu bagi ajar untuk suka ga fungsi padahal saya sudah benar ucap aplikasi apa masa tidak maksimal orang mau jadi susah apalagi batas bodoh sekali sampah,1,negatif
alhamdulillah game bagus ko untuk mula saran develop tingkat lagi nyaman dan fasilitas bantu agar apklikasi ini lebih perfek buat orang minat mendownloadnya,4,positif
please ini latih buat dapet tambah nyawa kok nggak bisa saya kan kaum mending langgan premuim mahal gems juga dapetnya dikit banget beli terus lama masak jam itu kurang sama sisa harga sedih,4,positif
seru banget kalau ajar bahasa inggris mending sini gampang dan mudah erti bagi anak2 sdsaya masih sd saya suka terimakasih sudah susah untuk,5,positif
turut ku duolinggo cocok untuk ajar bahasa seperti ada di aplikasi tapi sering jadi iklan saat saya sedikit ganggu,5,positif
aku lebih suka jika ketika ingin ajar bahasa lain selain inggris tutur bisa bahas tidak hanya jadi tadi arab harus kan lama terus untuk udah bagus cepat serap cuma ya itu kalau gk saja cara juga seru moga di ubah,4,positif
aplikasi bantu banget bangus dan senang kayak main seru aku ajar inggris jadi asik ga bosen pokok guna makasih developer atas saya semangat,5,positif
ini sangat bantu karena jelas dan mudah paham juga buat ajar makin seru bisa sambil main,5,positif
aplikasi ini sangat bantu dan mudah guna sini kita dapat ajar bagai macam bahasa metode pun senang,5,positif
lumayan lah aplikasi bagus walaupun agak susahtapi gk papa aku suka kok oh ya moga ada update saya mau tambah kan malaysia karena ken banget mabar sama bestie ku dari dan dia bisa bahasa maaf kalau jelas,5,positif
ini game buat ajar sihh jg bnyk bgt bhsa dri negara mana serasa main mn gratis lagi buru dn beri rating lebih smgt bisa kembang aplikasi ayo bahasa brsma,5,positif
bintang dulu yaa soal itu ada beberapa kendala seperti saat sedang jawab tibatiba tidak bisa pencet apa dan harus keluar terus ulang lagi tapi lain udah bagus seru banget pokok,4,positif
aplikasi seru bgt buat ajar bahasa sangat cocok untuk saya suka malas karna kira tidak tarik itu dan sekali karena ini jadi lebih sering lewat maupun buku best,5,positif
aplikasi ini bagus tapi udah bebrapa hari guna tiba animasi rusak bisa ngak baik di hapus memori,5,positif
aku senang punya aplikasi ini dan tidak nyesel ajar karena bakin jadi seru semangat untuk kasih bintang lima soal bagus vavorite terima,5,positif
sangat bantu dan mudah di ajar ku jd suka bhs inggris smnjak ada aplikasi ini kuis2 game dar saran untuk atau kuis tambah dengan animasi2 gbr2,5,positif
lumayan bagus tapi pada ajar ucap saat guna voice kadang tidak terespon mungkin itu buat sulit karena untuk orang bisa bayar hati aplikasi dan salah maka akan kurang dah,4,positif
saya suka banget sama aplikasi ini tapi mohon maaf kenapa harus ada ajar tema lgbt sangat sayang sekali turut bahaya karena kecil juga bisa akses tidak pasu unsur seperti dalam bidang didik atau umum untuk ubah skrng kasih bintang kalau emang udah bener2 baru ksh,2,negatif
aplikasi sangat bagus dan manfaat untuk kita dalam ajar bahasa inggris maupun lain fiturnya mudah paham tarik tentu gratis,5,positif
saya sangat bantu oleh aplikasi mudah untuk ajar bagai bahasa awal tidak suka sekarang berkat bisa dengan terimakasih,5,positif
aku milih ajar inggris dari awal karna emang ken ngerasain level kecil dan muas banget ga boring banyak fitur tarik kita terus buat lanjut,5,positif
gilaa seru cok nyata ajar di tapi turut ku kurang ada yaitu ketika kita salah koreksi perhati misal kenapa harus have bukan has ya situ lebih udh bagus bgt kok nyaman juga kalau,5,positif
aplikasi manfaat banget buat kita memang ingin ajar bahasa sangat mudah guna dan paham tiap jelas rekomendasi,5,positif
aplikasi sangat bagus untuk ajar bahasa thanks developer sudah buat ini berkat saya jadi bisa inggris walaupun sedikit tapi terima kasih kepada pokok bestt,5,positif
aplikasi ini sangat bantu untuk ajar bahasa dan mudah paham bagi pemulatapi sini harus bayar dapat super duolingosaya agak kecewa karena di hp saya tidak bisa tetapi sudah syukur senang ada semangat,4,positif
aplikasi ajar bahasa inggris ini cukup bagus tapi tolong jangan terlalu banyak iklan ya soal ganggu oh segitu ulas saya terima kasih,4,positif
masyaallahh bantu banget untuk aku ajar bahasa inggrisdikarenakan metode sangat baik dan bagus kalian ingin inggris bisa langsung install akan tingkat skill,5,positif
sangat cocok untuk masih ajar bhs inggris saya terima kasih pada developer karena telah buat aplikasi untung ini kagum dengan animasi bagus dan tantang,5,positif
ajar sangat bagus senang mudah paham buat saya berani bahasa inggris tidak malu tingkat ketrampilan ilmu manfaat terimakasih moga bara aamiin,5,positif
aplikasi sangat bantu dalam bahasa inggris bagi mula saran mau ajar binggris,5,positif
ini keren aku ajar bahasa mandarin dan sedikit paham game sangat guna bagi saranin buat di donwload soal bagus bangett moga gamenya lebih tingkat supqya kami itu tidak terlalu,5,positif
wow aplikasi ini sangat bantu saya untuk ajar bahasa inggris karena metode tidak terlalu dipaksakanjadi kita bebas dan grafik juga suka buat gk mudah saat,3,netral
aplikasi jauh ini cukup bagus dan rekomendasi banget buat mau ajar bahasa inggris mantep dah b5 masih semangat,5,positif
aplikasi sangat bantu untuk ajar bagai bahasamudah erti dan cara kemas dengan tarik seperti main kata tidak buat bosangood job dev karena sudah ini,5,positif
ya turut game ini bagus bisa untuk kita mau ajar bahasa seperti inggris dan lai kalau saya pokok aplikasi seru tapi terkadang ada bug gpp mending cepetan kalian donwload,5,positif
sangat bagus dan efektif untuk ajar banyak bahasa dari aplikasi ini lebih saat guna super thanks,5,positif
aplikasi sangat bagus cuman kalau ada hari lewat pasti harus bayar permata jadi ku saranin maka ini jangan terlalu sibuk karna lama biasa bisa ngulang lagu dari awalbayar,5,positif
aplikasi bagusaku bisa ajar bahasa sambil bermainseru bangetiklan paling cuma awal donload kalau sering di buka nggak ad iklanapk ini dapat didik ku,5,positif
luar biasa aplikasi ini sangat baik untuk mula ingin ajar bahasa inggris mudah dan cepat erti terimakasih banyak,5,positif
ini dulu animasi gerak loh kok sekarang ga kangen pertama tanpa ada batas jadi sering maennya kek limit jarang klo pingin pun bayar,5,positif
bagus banget aplikasi tapi saya mau langsung bahasa lain ngga harus inggris dulu gitu bisa yah walaupun jadi juang ajar demi,4,positif
kalau ada soal saya jawab sudah bener eh tapi tidak bisa di check jadi harus buat salah baru padahal benar dan lama accept seperti itu bug tolong developer baik ini,4,positif
komplain saya hanya beda kata inggris guna dan tidak saja seperti turtleturtles tolong di jelas tiap teks itu harus mana,3,netral
salah satu aplikasi rekomendasi untuk kalian mau ajar bahasa dengan cara senang karena sistem seperti sedang main game ada misi hari dapat selesai,5,positif
aplikasi bantu sekali tapi maaf aku kasih bintang soal pas udah nyelesain tuh gabisa ngeliat nilai dapat loading terus padahal di update moga bisa cepat baik lagi ya,3,netral
aplikasi sangat guna kalian harus coba cocok untuk mula tampil juga lucu dan ya bagus,5,positif
aplikasi bagus cuma kalau mau ajar bahasa lain selain inggris itu jangan pake jelasinnya misal saya jepang pasti soal jadi paksa harus dulu lebih kok sekian terimakasih,5,positif
soal placement enid ada inappropriate turut yaitu kalimat ayah tinggal di bulan agustus mungkin beberapa orang nggak bakal triggered tapi bagi saran objek pada itu ganti sama tanam lebih safe buat semua,1,negatif
ini game bagus bgt aku sk sama trus ya tuh asah bgtt dan bisa juga omg sini ajar bahasa macammacam pokok tahu ada inggris jepang china dll masih bnyk bhs gampang cara main nih contoh kamu klo menang dapat xp sekali mudah yuk buru cocok banget buat mau tp tidak susah atau gbt,5,positif
layan bagus dan tidak terlalu rumit untuk aplikasi saya kasih rating karena ya memang jangan lupa guna itu bisa rubah sudut pandang orang ingin coba juga hahahahaha pokok salah udah,5,positif
aplikasi bagus tapi terkadang gambar hilang jadi hati cepat habis hanya seru untuk ajar bahasa aku juga kesal ada beberapa cerita di hapus oleh apalagi unsur lgbt dan akun ku sama kesel terus xp nggak naik kata udah maju liga nyata,2,negatif
bagus bgtaku jd lumayan bisa bhs jepangtrs klo turut aku ajar sini lebih seruklo di aplikasi lain pusinggk tahu mau ngomong apa lgtp inti ini,5,positif
ajar mudah erti dan juga kita disiplin karena situ ada atur ga boleh bolos hari kalau mau ke awal lagi jadi tambah semangat,5,positif
suka bangett aku jadi bisa ajar banyak dari salah lalu keren banget aplikasi nyaa harap fitur baru akan datang tapi tidak buruk,5,positif
jarang sekali ada iklanbelajar seperti main gamebisa jadi suka nih ajar bagai bahasa dengan karena game kuis asyik bgt pokok,5,positif
sangat penting bagi karena dapat tahu kosa kata kalimat bahasa inggris blm saya bantu terima kasih,5,positif
seru bgt ajar krn buat kayak game gituu perlahan lahan aku juga bisa bahasa inggris karena makasih ya,5,positif
aplikasi ini sangat bantu banget buat aku karena bisa ajar bahasa luar negeri dan juga interaksi dengan orang,5,positif
aplikasi saya sangat suka karena ia turut kaya buah main ajar kita bahasa inggris dan ada harga jadi aku makin semangat mainnyabelajarnya,4,positif
buat mau ajar bahasa di ini enak bangetcuma minus habis langsung ada iklantapi tetep seru kok,5,positif
aplikasi bagus sangat bantu saya dalam ajar bahasa inggris walupun jadi bug dan terjemah masih perlu baik lagi,4,positif
aplikasi bagus sangat ajar kemas seperti buah game jadi senang dan tidak karena asa sedang main recommended banget,5,positif
ini cukup guna untuk kita belum lancar beberapa bahasa jadi turut aku bagus bintang karena ga bisa offline,4,positif
aplikasi ini bisa ajar semua bahasa mulai dari inggris sampai di dunia turut bantu kita untuk bljr bahda buru donlwout,5,positif
aplikasi sangat bagus hanya saja karena metode bayar batas saya bisa ikut versi gratis dan iklan,3,netral
turut saya aplikasi ini sangat bantu dalam ajar bahasa tapi untuk hati batas benar atau salah jangan sampai nunggu waktunyahatinya pulih tu lama sekian terima kasih,4,positif
bagus klo mau ajar bahasa rusia dan lain jd gampang seru fiturnya jg lengkap meski semua fitur ada tp fiturfitur sudah ini bantu sekali,5,positif
sangat bagus aplikasi ini bantu aku dalam bahasa inggris sini saya dapat alam lebih banyak baik,5,positif
bagus sekali sangat bantu hanya saja ada beberapa baca kurang jelas dengar,4,positif
ini sangat bantu sekali saya awal kurang tahu tentang bahasa inggris tapi semenjak kenal aplikasi jadi beberapa masuk terimakasih,4,positif
sangat bantu dalam ajar bahasa dan tutur kata dengan baik ini sekali,5,positif
senang ajar di duolinggo mudah paham dan dapat dengan ingat thanks selalu ingetin aku untuk walau hanya beberapa menit waktu luang,5,positif
aplikasi bagus banget saya ajar bahasa jerman dan bantu langsung enak sederhana cepet ngerti juga keren ini,5,positif
karna akan buat kita makin bisa bahasa inggris ini adalah game seru dunia jagat raya sumpah banget kalian harus punya wajib belum terimakasih saja saya sampein oke sangat terima kasih,5,positif
sangat baguss sempurna saya bahagia sekali temu dengan aplikasi ini karena bisa mudah untuk paham bahasa inggris,5,positif
terimakasih duolinggo saya harap bisa bahasa karena butuh adalah generasi milik citacita besar untuk bangga negara cinta you so much,5,positif
ini aplikasi sangat bagus saya suka karena mudah untuk ajar bahasa inggris dan tidak kan seperti game seru,5,positif
good job saya jadi bisa bahasa inggris senang dan juga sedang ajar jepang pokok aplikasi best,5,positif
aku suka ajar di karena serasa main game seru jadi bisa bahasa inggris and thanks nilai ku bagus dengan ada kamu,5,positif
tolong tambah bahasa dari soalsoal di unit dan pada latih inggris sama tambahin jelas lebih seperti guna kalimat do not does was lain karena saya bingung bagaimana cara moga ada baik ya terima kasih,5,positif
baguss bangett aplikasi nyaa seru jadi ajar senang buat kalian mau bagai bahasa bisa pake,5,positif
aplikasi ini memang baik sudah beri kursus bahasa gratis tambah dengan hari premium lagi optimalisasi kepada guna salut pada developer,5,positif
game menabjubkan tapi mohon maaf bisa baik satu salah ini yaitu hapus hatikesempatan nyawa karena aku masih mula dan pasti ada juga di luar sana binggris jadi klo slh kita coba lagi sempat hati kan ajar ulang sampai pandai sekian,4,positif
aplikasi bagus tapi sayang sekali sekarang sudah tidak seperti versi belum proses ajar bahasa banyak batas premium turut ku cukup mahal hal lain kurang adalah ada terjemah untuk dengan contoh kalau mau spanyol ya harus bisa dulu inggris karena langsung spanyolindo gtu moga timbang laku ubah dari keluh guna,2,negatif
jadi bug salah satu saat lagi ngerjain tiba keluar dari aplikasi terus gabisa lanjut malah ngulang sampai kali kalikadang ngeriset sendiri dan jawab bener tapi disalahin ini kenapa ahgr dulu bagus sekarang gin tolong baik aku sudah muap kalau tidak mau emosi jangan ajar di,2,negatif
aku bener suka banget sama ini karna ngebimbing ke runtun udah spakati moga bisa lebih baik lagi ya sukses terus dan terimakasih sudah ajar banyak orang awal tidak bahasa,5,positif
terimakasih banyak atas informasi sangat bantu untuk tingkat hasil ajar siswa kelas sd sampai kuliah jadi dasar bagi luar negeri saya pikir ini penting dan juga para sana hanya itu sekali lagi terima kasih buat,5,positif
udah cape2 latih buat dapet double xp eh malah ngga aktif hati kaga nambah sering lho btw lagi kampanye lgbt aduh soal mana aku ngerjain audio luar,2,negatif
bagus bgt buat latih bahasamaterinya tarik tdk membosankantinggal ikutin cara main nyadpt barubljr sekali susun kata vocab listening bahkan speakingmantap,5,positif
sangat bantu saya saat ajar bahasa inggris pikir akan tapi lama ke jadi suka karena seperti game,5,positif
hi kenal nama saya khanza umur tahun dari kecil sangat ingin ajar bahasa inggris juga pernah masuk les british di kota tapi karena jarak jauh terkadang tidak ada bisa antar dan ketika cari google aplikasi main sambil temu ini seruu karna biasa mau internet banyak iklan bagus terima kasih bagi ilmu dengan,5,positif
bagus banget gratis lagi terimakasih boleh dong nanti tambah praktek ngomongnya pokok apl ini guna buat nambah bahasa penguna,5,positif
aplikasi sudah bagus mantap saya jadi makin kuasa kosa kata tapi tolong kembang lagi yah oke thanks,4,positif
terimakasih untuk berkat aplikasi ini saya sudah bisa ajar bahasa inggris awal belum tapi erti sekali lagi,5,positif
bagus sekali namun widgetnya masalah tidak ganti dengan sendiri harus di buka dulu aplikasi baut ubah,4,positif
